model_name,learning_rate,epochs,batch_size,seed,validation_split,max_input_length,max_target_length,trial_name,output_dir,status,report_json,report_summary_csv,baseline_mean_toxicity_score,baseline_mean_formality_score,baseline_mean_bert_score_precision,baseline_mean_bert_score_recall,baseline_mean_bert_score_f1,baseline_mean_bart_fluency_score,mean_toxicity_score,mean_formality_score,mean_bert_score_precision,mean_bert_score_recall,mean_bert_score_f1,mean_bart_fluency_score
google/flan-t5-base,5e-05,3,4,42,0.1,128,128,google_flan_t5_base_lr5em05_e3_b4_seed42,models/sweeps/google_flan_t5_base_lr5em05_e3_b4_seed42,evaluated,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e3_b4_seed42.json,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e3_b4_seed42_summary.csv,0.07793829120559773,0.379303171747985,0.7549595087316509,0.7436308499549826,0.7485724336622904,-6.284295984903971,0.07677510272304061,0.38632491531626634,0.7125035315519199,0.7283664929680527,0.7192564519370596,-6.311120833555857
google/flan-t5-base,5e-05,3,4,123,0.1,128,128,google_flan_t5_base_lr5em05_e3_b4_seed123,models/sweeps/google_flan_t5_base_lr5em05_e3_b4_seed123,evaluated,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e3_b4_seed123.json,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e3_b4_seed123_summary.csv,0.07793829120559773,0.379303171747985,0.7549595087316509,0.7436308499549826,0.7485724336622904,-6.284295984903971,0.07680869536745982,0.3952412249163414,0.7267254015073801,0.7319311282162865,0.7282610889648398,-6.27485548098882
google/flan-t5-base,5e-05,3,8,42,0.1,128,128,google_flan_t5_base_lr5em05_e3_b8_seed42,models/sweeps/google_flan_t5_base_lr5em05_e3_b8_seed42,evaluated,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e3_b8_seed42.json,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e3_b8_seed42_summary.csv,0.07793829120559773,0.379303171747985,0.7549595087316509,0.7436308499549826,0.7485724336622904,-6.284295984903971,0.07867900372579849,0.376642412537088,0.713238214715384,0.7282825589987139,0.7196298683527858,-6.324124716917674
google/flan-t5-base,5e-05,3,8,123,0.1,128,128,google_flan_t5_base_lr5em05_e3_b8_seed123,models/sweeps/google_flan_t5_base_lr5em05_e3_b8_seed123,evaluated,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e3_b8_seed123.json,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e3_b8_seed123_summary.csv,0.07793829120559773,0.379303171747985,0.7549595087316509,0.7436308499549826,0.7485724336622904,-6.284295984903971,0.08233867569962361,0.3771515933036183,0.7191572652524337,0.7335122266598045,0.7251789815320323,-6.329714029630026
google/flan-t5-base,5e-05,5,4,42,0.1,128,128,google_flan_t5_base_lr5em05_e5_b4_seed42,models/sweeps/google_flan_t5_base_lr5em05_e5_b4_seed42,evaluated,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e5_b4_seed42.json,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e5_b4_seed42_summary.csv,0.07793829120559773,0.379303171747985,0.7549595087316509,0.7436308499549826,0.7485724336622904,-6.284295984903971,0.07609400746587199,0.3863497079676017,0.7237386069136361,0.7344458052950601,0.728113671389098,-6.272567503452301
google/flan-t5-base,5e-05,5,4,123,0.1,128,128,google_flan_t5_base_lr5em05_e5_b4_seed123,models/sweeps/google_flan_t5_base_lr5em05_e5_b4_seed123,evaluated,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e5_b4_seed123.json,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e5_b4_seed123_summary.csv,0.07793829120559773,0.379303171747985,0.7549595087316509,0.7436308499549826,0.7485724336622904,-6.284295984903971,0.07701306795526762,0.38826653618520746,0.7179452042553264,0.7313790382506947,0.7234763306844979,-6.317755445639293
google/flan-t5-base,5e-05,5,8,42,0.1,128,128,google_flan_t5_base_lr5em05_e5_b8_seed42,models/sweeps/google_flan_t5_base_lr5em05_e5_b8_seed42,evaluated,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e5_b8_seed42.json,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e5_b8_seed42_summary.csv,0.07793829120559773,0.379303171747985,0.7549595087316509,0.7436308499549826,0.7485724336622904,-6.284295984903971,0.08062484995520208,0.3706185858945052,0.71566062713818,0.7318085451051592,0.7225891985651106,-6.326728191375732
google/flan-t5-base,5e-05,5,8,123,0.1,128,128,google_flan_t5_base_lr5em05_e5_b8_seed123,models/sweeps/google_flan_t5_base_lr5em05_e5_b8_seed123,evaluated,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e5_b8_seed123.json,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e5_b8_seed123_summary.csv,0.07793829120559773,0.379303171747985,0.7549595087316509,0.7436308499549826,0.7485724336622904,-6.284295984903971,0.07253766003685692,0.39181172555933397,0.7195027925462152,0.7297777707201506,0.7235681089650219,-6.29124445438385
google/flan-t5-base,5e-05,8,4,42,0.1,128,128,google_flan_t5_base_lr5em05_e8_b4_seed42,models/sweeps/google_flan_t5_base_lr5em05_e8_b4_seed42,evaluated,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e8_b4_seed42.json,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e8_b4_seed42_summary.csv,0.07793829120559773,0.379303171747985,0.7549595087316509,0.7436308499549826,0.7485724336622904,-6.284295984903971,0.07651759363943711,0.38292471386647475,0.7234824969867866,0.7341051045308511,0.7278924015249747,-6.276200982729594
google/flan-t5-base,5e-05,8,4,123,0.1,128,128,google_flan_t5_base_lr5em05_e8_b4_seed123,models/sweeps/google_flan_t5_base_lr5em05_e8_b4_seed123,evaluated,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e8_b4_seed123.json,outputs/evaluations/sweeps/google_flan_t5_base_lr5em05_e8_b4_seed123_summary.csv,0.07793829120559773,0.379303171747985,0.7549595087316509,0.7436308499549826,0.7485724336622904,-6.284295984903971,0.07894223066687119,0.3911156648645798,0.7258840040008848,0.7333791143881778,0.7285944177489728,-6.31574245929718
